Operating System Marks,Algorithms Marks,Software Engineering Marks,Computer Networks Marks,Electronics Marks,Computer Architecture Marks,Mathematics Marks,Coding Skill Rating,Communication Skill Rating,Public Speaking Skill,Memory Capacity,Logical Reasoning Score,Reading and Writing Skill,Number of Hackathons Attended,Certifications,Number of Internships Attended,Worked As a Team,Personality,Expected Hours of Work Per Day,Willingness to Work for Long Period,Preference: Job vs. Higher Studies,Type of Company Preferred,Interested Career Area,Self-Learning Ability,Interest Type,Predicted Career Options
49,73,52,100,61,65,73,3,8,5,Excellent,3,Poor,8,AI/ML,0,Yes,Extrovert,7,Yes,Higher Studies,Product-based,Administrator,No,Technical,UX Designer
46,48,83,51,49,84,96,8,7,9,Poor,3,Excellent,3,Data Science,4,No,Extrovert,12,No,Job,Service-based,Analyst,Yes,Management,Software Engineer
81,96,99,40,87,59,49,2,2,6,Medium,3,Poor,9,None,3,Yes,Extrovert,11,No,Job,Service-based,Analyst,No,Management,Software Engineer
91,59,63,43,49,59,43,10,1,5,Poor,1,Average,10,Data Science,4,Yes,Extrovert,10,No,Job,Product-based,Analyst,No,Technical,IT Admin
81,99,91,57,51,78,54,10,1,10,Poor,5,Average,3,Data Science,2,No,Introvert,4,No,Higher Studies,Service-based,Administrator,Yes,Management,System Developer
69,88,76,62,80,88,52,4,5,5,Poor,2,Medium,3,Python,0,No,Introvert,11,No,Higher Studies,Product-based,Analyst,Yes,Technical,CRM Specialist
89,51,41,93,58,44,46,9,5,6,Medium,7,Excellent,2,Data Science,4,Yes,Introvert,12,Yes,Job,Service-based,Developer,No,Management,Business Analyst
93,93,66,96,58,54,41,8,4,1,Medium,5,Poor,6,None,0,No,Introvert,12,Yes,Job,Product-based,UX Designer,Yes,Technical,Network Administrator
53,43,65,58,92,59,52,7,2,10,Poor,9,Excellent,6,Networking,1,Yes,Extrovert,5,Yes,Higher Studies,Service-based,Research,Yes,Technical,Technical Developer
68,51,46,77,85,41,68,7,9,3,Poor,2,Poor,2,Java,4,Yes,Introvert,12,Yes,Higher Studies,Product-based,UX Designer,Yes,Management,Technical Developer
77,47,71,43,60,49,69,9,9,1,Excellent,10,Average,1,Python,4,Yes,Introvert,11,No,Higher Studies,Product-based,Analyst,Yes,Technical,UX Designer
96,78,43,42,60,55,59,9,3,7,Medium,8,Medium,2,Java,2,No,Introvert,8,No,Job,Service-based,UX Designer,No,Technical,System Developer
68,89,52,64,73,57,90,7,8,1,Poor,4,Average,5,Networking,1,No,Extrovert,12,No,Job,Product-based,Administrator,Yes,Technical,Network Administrator
41,88,46,100,40,93,97,3,6,4,Excellent,7,Average,6,None,5,No,Introvert,5,Yes,Job,Product-based,Developer,No,Management,System Developer
76,69,55,57,44,73,67,8,6,8,Poor,9,Medium,5,Data Science,3,Yes,Extrovert,4,No,Job,Product-based,Administrator,No,Technical,UX Designer
75,59,45,75,76,51,100,3,7,10,Medium,2,Medium,9,None,1,No,Introvert,5,No,Job,Service-based,UX Designer,No,Technical,Business Analyst
58,52,62,45,55,70,60,4,9,9,Poor,2,Average,3,Data Science,5,No,Introvert,10,No,Job,Product-based,Research,Yes,Management,UX Designer
48,56,73,94,43,41,81,4,9,8,Excellent,9,Medium,10,AI/ML,0,No,Extrovert,8,No,Job,Service-based,UX Designer,No,Technical,Network Administrator
64,93,68,92,98,64,96,1,1,1,Poor,3,Average,7,Python,4,No,Extrovert,6,No,Job,Product-based,UX Designer,No,Management,System Developer
79,74,89,59,60,54,41,5,3,8,Excellent,6,Medium,2,Python,1,No,Extrovert,5,Yes,Job,Service-based,Developer,No,Management,Network Administrator
90,93,75,72,75,50,47,8,1,6,Excellent,1,Excellent,10,AI/ML,3,Yes,Introvert,10,Yes,Higher Studies,Product-based,Developer,Yes,Management,Software Engineer
79,62,95,75,45,72,47,4,8,10,Poor,8,Poor,10,Java,3,Yes,Extrovert,8,No,Higher Studies,Product-based,Research,No,Technical,Software Engineer
70,53,66,50,42,92,51,2,9,3,Excellent,9,Poor,3,None,0,No,Introvert,9,No,Higher Studies,Product-based,Research,Yes,Technical,IT Admin
84,45,61,57,99,52,79,6,3,1,Poor,10,Medium,0,Java,5,No,Introvert,5,No,Higher Studies,Product-based,Research,Yes,Technical,Technical Developer
46,87,92,79,71,89,51,1,9,10,Excellent,2,Average,4,Data Science,1,No,Introvert,4,No,Job,Service-based,Administrator,No,Technical,CRM Specialist
61,59,79,56,43,89,52,2,7,5,Medium,2,Average,5,None,2,Yes,Extrovert,8,No,Job,Service-based,Developer,Yes,Technical,IT Admin
56,63,40,68,46,81,40,3,2,7,Medium,7,Average,7,Networking,5,No,Extrovert,5,No,Job,Product-based,Administrator,No,Management,UX Designer
47,71,41,59,92,98,51,3,6,8,Poor,2,Average,2,None,3,Yes,Extrovert,11,Yes,Job,Product-based,Administrator,No,Technical,IT Admin
93,97,70,66,45,77,97,7,8,3,Medium,5,Medium,10,Data Science,0,No,Introvert,7,Yes,Higher Studies,Product-based,UX Designer,Yes,Management,IT Admin
90,58,59,46,60,89,53,7,6,6,Medium,2,Excellent,8,Java,5,Yes,Introvert,7,Yes,Job,Product-based,UX Designer,No,Management,CRM Specialist
91,77,64,91,98,81,47,2,6,1,Excellent,4,Average,5,Data Science,0,No,Extrovert,6,No,Higher Studies,Product-based,Analyst,No,Technical,Network Administrator
44,67,92,57,64,84,47,5,4,5,Poor,8,Medium,10,Networking,1,Yes,Extrovert,11,No,Higher Studies,Service-based,Administrator,No,Technical,Software Engineer
46,51,70,54,44,75,63,4,10,3,Excellent,8,Poor,10,Data Science,2,Yes,Introvert,10,No,Higher Studies,Service-based,Research,No,Management,Business Analyst
82,44,63,71,89,94,85,8,8,10,Medium,8,Excellent,6,Networking,3,No,Introvert,12,Yes,Job,Product-based,UX Designer,No,Technical,System Developer
55,82,96,81,63,60,43,7,1,9,Medium,9,Excellent,2,AI/ML,5,No,Extrovert,7,Yes,Job,Product-based,UX Designer,Yes,Technical,Software Engineer
53,65,45,77,88,94,51,7,10,7,Medium,9,Medium,10,Java,2,No,Introvert,11,Yes,Job,Product-based,Developer,Yes,Technical,Business Analyst
86,59,73,52,72,94,51,1,6,2,Poor,5,Excellent,3,Networking,4,No,Introvert,9,Yes,Higher Studies,Service-based,UX Designer,Yes,Management,UX Designer
47,94,57,44,42,70,72,7,9,3,Medium,7,Poor,4,Python,0,Yes,Extrovert,6,No,Job,Product-based,Administrator,Yes,Management,Business Analyst
87,96,90,40,73,52,67,3,6,7,Excellent,6,Medium,2,None,4,Yes,Introvert,7,No,Job,Product-based,Research,No,Technical,IT Admin
40,95,72,44,90,74,75,1,7,9,Medium,4,Excellent,9,Java,0,No,Extrovert,10,Yes,Higher Studies,Product-based,Analyst,Yes,Technical,CRM Specialist
69,72,90,71,94,58,52,2,5,1,Poor,4,Poor,1,Python,3,No,Extrovert,5,No,Higher Studies,Service-based,Administrator,No,Technical,Network Administrator
87,78,46,87,79,42,59,2,9,8,Poor,4,Average,8,Data Science,0,No,Extrovert,12,Yes,Job,Product-based,Research,No,Technical,Technical Developer
67,69,97,79,47,87,94,6,4,3,Poor,4,Medium,3,Data Science,0,No,Introvert,11,No,Higher Studies,Service-based,Administrator,No,Technical,CRM Specialist
52,52,41,74,97,49,66,4,5,6,Medium,4,Excellent,5,Networking,5,Yes,Introvert,8,Yes,Higher Studies,Service-based,Analyst,Yes,Management,Business Analyst
99,90,47,99,88,41,52,2,4,5,Medium,6,Poor,4,Data Science,3,No,Extrovert,6,No,Higher Studies,Product-based,Administrator,No,Technical,Business Analyst
82,46,99,73,43,66,78,2,6,8,Poor,3,Poor,6,Networking,1,Yes,Extrovert,8,Yes,Job,Service-based,Research,No,Technical,Software Engineer
63,46,77,46,56,84,40,1,1,1,Medium,6,Poor,8,Python,0,Yes,Extrovert,9,Yes,Higher Studies,Service-based,Administrator,No,Management,IT Admin
53,42,59,75,78,87,61,6,9,5,Medium,9,Medium,10,AI/ML,4,No,Extrovert,8,Yes,Higher Studies,Service-based,Research,No,Technical,Network Administrator
72,84,48,60,83,75,99,2,3,1,Poor,3,Poor,1,AI/ML,1,Yes,Introvert,12,Yes,Higher Studies,Service-based,UX Designer,Yes,Technical,Network Administrator
90,89,95,85,40,99,79,9,4,2,Medium,4,Excellent,1,Networking,2,No,Extrovert,9,No,Job,Product-based,Research,No,Management,Technical Developer
55,42,61,92,87,94,45,2,8,8,Poor,1,Average,0,Python,2,No,Extrovert,12,No,Higher Studies,Product-based,UX Designer,Yes,Technical,System Developer
88,52,76,46,88,72,53,7,7,1,Poor,3,Average,5,AI/ML,0,Yes,Extrovert,11,No,Higher Studies,Product-based,Research,Yes,Technical,Business Analyst
70,78,50,74,52,63,42,5,10,8,Poor,9,Poor,0,AI/ML,0,Yes,Introvert,12,Yes,Higher Studies,Product-based,Research,No,Management,IT Admin
97,62,70,67,91,91,43,9,4,7,Poor,2,Average,2,Data Science,5,No,Introvert,11,Yes,Higher Studies,Product-based,UX Designer,No,Management,CRM Specialist
97,80,84,50,85,91,44,1,3,8,Poor,5,Medium,6,AI/ML,0,Yes,Extrovert,5,Yes,Higher Studies,Service-based,Analyst,No,Technical,System Developer
63,96,80,96,71,76,78,3,5,2,Poor,6,Excellent,0,Python,4,No,Introvert,5,No,Higher Studies,Service-based,UX Designer,No,Management,Technical Developer
76,90,65,42,85,79,55,9,7,3,Medium,2,Medium,4,None,4,Yes,Extrovert,11,Yes,Higher Studies,Product-based,Administrator,Yes,Management,CRM Specialist
70,83,66,48,72,76,91,5,9,3,Medium,6,Poor,7,None,4,Yes,Extrovert,10,No,Job,Product-based,UX Designer,No,Technical,UX Designer
78,65,55,81,44,82,93,2,5,1,Excellent,4,Average,8,Python,2,Yes,Extrovert,7,No,Job,Service-based,Research,No,Technical,Business Analyst
97,69,60,46,50,44,94,7,10,5,Medium,10,Poor,6,Python,4,No,Introvert,10,Yes,Job,Product-based,Administrator,Yes,Management,UX Designer
85,68,75,76,84,43,51,3,7,7,Poor,9,Excellent,10,Networking,2,Yes,Extrovert,7,Yes,Job,Service-based,UX Designer,Yes,Management,Business Analyst
42,81,45,56,61,98,58,4,3,7,Poor,9,Medium,1,None,0,No,Introvert,12,No,Job,Service-based,Administrator,Yes,Technical,Network Administrator
87,94,40,51,93,78,84,2,6,1,Poor,5,Medium,0,Java,3,Yes,Extrovert,10,No,Job,Product-based,Developer,No,Management,Business Analyst
64,46,59,49,91,58,93,10,7,4,Medium,3,Poor,10,Java,1,Yes,Extrovert,12,Yes,Job,Product-based,Developer,No,Technical,System Developer
81,41,87,92,51,47,66,5,1,9,Poor,3,Medium,8,Networking,3,Yes,Introvert,12,Yes,Job,Product-based,Developer,No,Management,Software Engineer
77,68,94,98,44,48,94,3,6,1,Medium,3,Average,1,Networking,4,No,Extrovert,10,Yes,Job,Service-based,Research,Yes,Technical,CRM Specialist
69,93,78,91,53,90,87,7,4,3,Excellent,7,Poor,4,Java,2,Yes,Extrovert,11,Yes,Higher Studies,Product-based,Research,No,Management,System Developer
53,79,43,42,80,66,85,5,9,2,Medium,8,Average,7,AI/ML,3,Yes,Introvert,11,No,Higher Studies,Product-based,Analyst,Yes,Technical,Business Analyst
69,43,98,95,82,67,85,2,1,8,Excellent,5,Average,1,AI/ML,0,Yes,Extrovert,11,No,Job,Service-based,UX Designer,No,Technical,IT Admin
59,83,75,61,59,79,58,2,10,4,Excellent,6,Average,0,Data Science,3,Yes,Extrovert,6,Yes,Higher Studies,Product-based,UX Designer,Yes,Technical,Software Engineer
66,69,65,84,56,51,80,1,7,8,Excellent,1,Medium,7,Java,2,No,Extrovert,10,No,Higher Studies,Service-based,Administrator,No,Management,Technical Developer
52,90,46,62,72,48,76,2,8,2,Excellent,6,Average,9,Networking,0,No,Extrovert,11,No,Higher Studies,Product-based,UX Designer,Yes,Management,CRM Specialist
95,92,57,49,71,72,54,5,4,6,Excellent,6,Medium,1,Python,4,No,Extrovert,6,No,Higher Studies,Service-based,Research,Yes,Management,System Developer
71,68,99,92,51,100,89,7,7,2,Medium,1,Poor,5,Java,5,No,Introvert,4,No,Job,Product-based,Administrator,Yes,Technical,CRM Specialist
99,49,97,44,70,82,83,3,2,5,Excellent,2,Medium,10,Data Science,2,No,Introvert,4,No,Higher Studies,Product-based,Administrator,No,Management,Business Analyst
79,64,94,96,45,78,50,6,4,9,Poor,9,Average,2,Python,4,No,Introvert,5,No,Higher Studies,Service-based,Administrator,Yes,Management,Network Administrator
48,70,75,73,99,82,40,8,4,4,Excellent,7,Poor,7,None,0,Yes,Introvert,11,Yes,Higher Studies,Product-based,Developer,No,Technical,System Developer
80,91,96,94,44,69,83,5,10,2,Poor,6,Medium,8,Data Science,4,No,Extrovert,5,Yes,Job,Product-based,UX Designer,Yes,Technical,Business Analyst
79,87,97,51,68,64,93,8,3,10,Medium,7,Poor,5,Python,4,Yes,Extrovert,7,No,Job,Service-based,Developer,Yes,Technical,IT Admin
93,65,70,68,78,99,53,1,9,3,Excellent,1,Poor,9,AI/ML,2,No,Introvert,8,Yes,Job,Product-based,Administrator,No,Technical,Software Engineer
81,50,84,50,85,73,72,7,7,6,Excellent,4,Poor,7,Data Science,2,No,Extrovert,5,No,Job,Service-based,Developer,No,Management,Software Engineer
54,99,81,40,46,89,75,10,5,5,Poor,1,Average,3,Data Science,2,No,Extrovert,9,Yes,Higher Studies,Service-based,Developer,Yes,Technical,Business Analyst
56,79,70,79,100,43,47,3,6,3,Medium,7,Medium,9,None,0,Yes,Extrovert,7,Yes,Job,Product-based,UX Designer,No,Management,UX Designer
100,50,84,62,50,83,56,7,8,3,Medium,5,Poor,6,Python,0,No,Introvert,12,No,Job,Product-based,Developer,No,Technical,Network Administrator
70,69,90,64,73,99,85,4,1,9,Excellent,10,Medium,0,Data Science,2,Yes,Introvert,8,Yes,Job,Product-based,UX Designer,No,Management,Technical Developer
59,83,68,87,59,94,86,1,6,9,Medium,8,Excellent,3,Java,3,Yes,Introvert,10,Yes,Job,Service-based,Research,Yes,Technical,System Developer
83,80,68,88,48,75,91,9,3,7,Medium,1,Excellent,7,Networking,4,No,Extrovert,12,No,Job,Product-based,UX Designer,No,Management,IT Admin
87,98,44,74,73,97,94,5,6,1,Poor,4,Excellent,3,Networking,4,No,Extrovert,9,No,Higher Studies,Product-based,Developer,Yes,Management,Software Engineer
63,42,70,69,55,43,69,3,5,5,Medium,8,Poor,5,Data Science,4,No,Introvert,8,Yes,Job,Service-based,Administrator,Yes,Technical,System Developer
59,74,99,90,55,62,99,7,3,5,Poor,10,Medium,5,AI/ML,3,No,Introvert,6,Yes,Job,Service-based,Analyst,Yes,Management,Network Administrator
52,40,73,63,89,57,69,1,4,1,Poor,2,Medium,3,Networking,2,No,Introvert,8,Yes,Higher Studies,Service-based,Research,No,Technical,UX Designer
75,88,90,79,81,62,59,6,6,5,Medium,1,Poor,8,Java,2,Yes,Introvert,8,Yes,Higher Studies,Product-based,Developer,Yes,Management,UX Designer
71,94,44,90,72,57,42,4,9,10,Poor,3,Poor,2,Python,5,Yes,Extrovert,6,Yes,Job,Service-based,Developer,Yes,Technical,IT Admin
52,67,62,40,96,85,50,10,10,1,Medium,9,Medium,7,Java,4,Yes,Introvert,8,No,Job,Product-based,Developer,Yes,Management,Software Engineer
53,90,82,93,100,83,85,10,1,5,Medium,9,Medium,7,Networking,0,No,Extrovert,9,Yes,Job,Product-based,UX Designer,No,Management,Business Analyst
89,45,100,88,66,82,59,2,6,1,Medium,3,Medium,5,Java,5,Yes,Introvert,12,No,Higher Studies,Product-based,Research,Yes,Management,Software Engineer
45,70,56,100,62,75,41,8,10,9,Poor,2,Medium,10,Python,5,Yes,Extrovert,8,No,Job,Product-based,UX Designer,Yes,Management,Software Engineer
63,74,98,86,80,68,100,6,8,2,Excellent,8,Poor,4,Python,2,Yes,Extrovert,9,Yes,Higher Studies,Service-based,UX Designer,No,Technical,CRM Specialist
46,49,58,71,77,95,70,3,4,10,Excellent,2,Medium,1,None,3,Yes,Introvert,12,Yes,Job,Product-based,UX Designer,No,Management,Software Engineer
74,57,67,78,89,90,43,9,4,8,Poor,5,Medium,4,AI/ML,5,No,Extrovert,10,No,Job,Product-based,Developer,No,Management,System Developer
95,59,53,80,91,45,87,8,9,4,Poor,7,Poor,0,AI/ML,3,Yes,Extrovert,7,No,Higher Studies,Service-based,UX Designer,No,Management,Software Engineer
50,89,83,91,52,98,77,7,4,5,Poor,6,Poor,1,AI/ML,4,Yes,Extrovert,9,Yes,Job,Service-based,Administrator,No,Management,Software Engineer
82,74,69,77,81,67,54,4,10,4,Excellent,9,Medium,6,AI/ML,3,Yes,Introvert,7,No,Higher Studies,Product-based,Developer,Yes,Technical,Software Engineer
61,59,72,60,93,92,49,6,8,7,Excellent,5,Excellent,4,Java,5,No,Introvert,6,No,Job,Service-based,Analyst,Yes,Management,Business Analyst
93,67,80,64,88,62,74,4,5,7,Poor,2,Poor,2,Python,2,No,Extrovert,9,Yes,Job,Service-based,Research,Yes,Management,UX Designer
70,100,97,41,92,87,80,6,4,6,Poor,3,Poor,3,AI/ML,5,No,Introvert,12,Yes,Job,Service-based,Developer,No,Technical,CRM Specialist
54,42,68,46,92,52,85,8,8,7,Excellent,2,Average,2,AI/ML,1,Yes,Introvert,9,Yes,Higher Studies,Product-based,UX Designer,No,Management,UX Designer
68,94,59,64,97,74,95,4,4,6,Excellent,8,Excellent,7,None,4,No,Extrovert,11,Yes,Higher Studies,Product-based,Administrator,No,Technical,Software Engineer
63,88,90,60,80,97,50,3,2,10,Medium,9,Excellent,3,Python,5,No,Introvert,11,Yes,Higher Studies,Service-based,UX Designer,Yes,Technical,IT Admin
99,71,83,78,73,73,92,10,10,10,Poor,1,Poor,5,Networking,2,Yes,Extrovert,8,Yes,Higher Studies,Product-based,Research,No,Management,Business Analyst
66,96,66,57,45,48,80,4,7,6,Medium,6,Medium,5,None,2,No,Introvert,4,No,Job,Service-based,Developer,No,Management,Business Analyst
92,78,60,66,80,94,91,2,3,4,Poor,3,Average,2,AI/ML,2,No,Introvert,11,No,Higher Studies,Service-based,UX Designer,Yes,Technical,System Developer
46,90,73,52,46,66,91,2,2,4,Poor,3,Average,6,Networking,1,Yes,Introvert,7,Yes,Job,Service-based,Administrator,Yes,Management,Network Administrator
50,80,61,52,59,94,83,5,5,1,Medium,5,Medium,6,Data Science,5,No,Extrovert,5,Yes,Job,Service-based,Developer,Yes,Management,UX Designer
71,93,91,74,81,79,40,1,3,3,Poor,3,Medium,8,Java,0,No,Introvert,4,No,Job,Service-based,Developer,No,Management,CRM Specialist
79,92,62,90,76,92,68,4,3,5,Poor,8,Excellent,3,Networking,5,Yes,Extrovert,6,Yes,Job,Product-based,Developer,Yes,Technical,CRM Specialist
65,64,43,64,58,57,85,4,8,7,Poor,2,Excellent,2,None,0,No,Extrovert,9,Yes,Higher Studies,Product-based,Administrator,Yes,Technical,System Developer
93,43,55,78,76,85,44,4,6,1,Medium,5,Poor,10,None,4,No,Extrovert,12,Yes,Job,Product-based,Administrator,Yes,Technical,System Developer
78,96,86,92,61,67,74,10,2,2,Excellent,6,Medium,3,Data Science,2,Yes,Extrovert,7,No,Higher Studies,Product-based,UX Designer,Yes,Technical,Network Administrator
42,53,93,90,66,88,46,8,4,3,Poor,7,Excellent,3,Python,0,No,Extrovert,4,No,Higher Studies,Service-based,Analyst,Yes,Technical,System Developer
91,63,86,63,67,69,57,5,10,3,Medium,5,Average,8,None,4,Yes,Extrovert,8,Yes,Higher Studies,Product-based,Analyst,Yes,Management,Technical Developer
52,86,91,88,51,69,56,5,1,6,Excellent,1,Average,2,AI/ML,1,Yes,Extrovert,11,No,Job,Service-based,Research,No,Technical,Software Engineer
96,59,90,99,98,91,83,10,1,3,Poor,9,Medium,1,Java,3,No,Introvert,6,Yes,Higher Studies,Product-based,Research,Yes,Technical,IT Admin
85,75,64,49,65,75,65,1,10,6,Excellent,9,Medium,5,Python,4,No,Extrovert,8,No,Higher Studies,Service-based,Developer,Yes,Management,Business Analyst
54,98,87,88,73,89,47,4,7,8,Poor,3,Excellent,9,Java,5,Yes,Introvert,6,Yes,Job,Product-based,Administrator,Yes,Management,Software Engineer
80,87,54,75,74,89,84,5,2,4,Poor,7,Excellent,6,Python,0,Yes,Introvert,5,No,Job,Service-based,UX Designer,No,Management,CRM Specialist
58,47,48,45,99,59,93,6,7,4,Excellent,1,Medium,9,AI/ML,2,No,Extrovert,10,Yes,Job,Service-based,UX Designer,No,Management,CRM Specialist
81,53,68,96,94,76,68,9,1,9,Medium,6,Average,3,AI/ML,5,Yes,Extrovert,9,No,Job,Service-based,Administrator,No,Technical,Business Analyst
43,47,92,87,43,47,65,10,2,2,Poor,5,Poor,10,Python,5,No,Extrovert,4,No,Job,Product-based,Analyst,No,Management,CRM Specialist
47,68,44,87,94,65,90,1,1,7,Excellent,3,Medium,1,Python,4,No,Extrovert,5,No,Higher Studies,Product-based,Analyst,Yes,Technical,Network Administrator
68,76,89,81,98,71,75,5,5,4,Poor,3,Medium,5,Java,1,No,Extrovert,6,Yes,Higher Studies,Product-based,Developer,No,Management,System Developer
62,77,61,79,72,44,75,2,8,3,Poor,3,Medium,5,None,5,No,Extrovert,10,No,Job,Product-based,Developer,No,Management,CRM Specialist
93,62,82,71,51,93,89,1,4,2,Excellent,3,Poor,4,Python,2,Yes,Extrovert,12,No,Higher Studies,Service-based,Administrator,Yes,Management,System Developer
48,59,62,61,40,94,94,2,5,10,Medium,10,Excellent,2,Java,0,No,Extrovert,5,Yes,Higher Studies,Service-based,Research,Yes,Management,CRM Specialist
41,55,70,57,81,50,87,1,9,7,Medium,8,Poor,9,Networking,0,No,Introvert,9,Yes,Higher Studies,Service-based,Research,No,Technical,System Developer
63,70,41,53,64,75,76,2,2,7,Poor,4,Average,7,None,4,No,Introvert,11,Yes,Higher Studies,Product-based,Research,No,Technical,System Developer
75,49,80,68,79,62,83,9,5,7,Medium,8,Poor,8,AI/ML,1,No,Introvert,10,Yes,Job,Product-based,Developer,Yes,Technical,Software Engineer
51,90,65,80,53,57,86,10,1,9,Medium,5,Excellent,5,Networking,2,No,Extrovert,9,No,Higher Studies,Service-based,Research,No,Technical,Software Engineer
69,67,58,81,87,96,75,1,8,2,Excellent,9,Medium,1,Python,1,Yes,Introvert,7,Yes,Job,Service-based,Administrator,Yes,Management,UX Designer
88,57,58,55,83,41,89,8,7,5,Excellent,4,Medium,9,AI/ML,3,No,Extrovert,12,Yes,Job,Service-based,Analyst,Yes,Technical,Technical Developer
48,53,54,51,59,85,64,2,2,2,Medium,8,Average,3,None,4,No,Extrovert,4,No,Higher Studies,Product-based,UX Designer,Yes,Technical,IT Admin
47,68,80,59,90,88,87,8,7,8,Excellent,9,Excellent,6,AI/ML,3,No,Introvert,10,Yes,Higher Studies,Service-based,Administrator,No,Management,Technical Developer
86,53,51,50,98,41,86,5,7,5,Excellent,6,Medium,5,Data Science,5,No,Extrovert,5,Yes,Higher Studies,Product-based,Developer,No,Technical,Business Analyst
78,49,70,67,54,65,54,9,10,5,Medium,2,Medium,1,Data Science,0,No,Introvert,9,Yes,Higher Studies,Service-based,Administrator,Yes,Technical,Business Analyst
64,49,76,78,63,53,71,10,10,10,Poor,8,Excellent,9,AI/ML,1,Yes,Extrovert,11,Yes,Higher Studies,Product-based,Developer,Yes,Technical,Network Administrator
86,46,91,87,85,41,97,1,4,7,Poor,4,Average,1,Java,3,Yes,Introvert,9,Yes,Higher Studies,Product-based,UX Designer,No,Technical,Software Engineer
50,63,76,52,74,64,94,4,6,9,Excellent,2,Excellent,6,Networking,4,Yes,Introvert,6,No,Higher Studies,Service-based,Analyst,No,Management,Technical Developer
43,95,74,73,83,71,87,5,8,7,Excellent,5,Excellent,4,Data Science,2,No,Introvert,12,No,Higher Studies,Service-based,Developer,No,Technical,Software Engineer
49,86,98,69,40,56,52,6,8,8,Excellent,9,Poor,6,None,3,No,Extrovert,10,Yes,Higher Studies,Service-based,Developer,Yes,Technical,Business Analyst
97,92,41,66,96,63,42,7,6,10,Poor,5,Excellent,7,None,5,Yes,Introvert,6,No,Job,Product-based,Analyst,No,Management,Business Analyst
